high_voltage_feeder_uuid,interval_ts,high_voltage_feeder_id,red_voltage_min_lvt,red_voltage_max_lvt,red_voltage_avg_lvt,red_voltage_stddev_r,red_voltage_variance_r,red_current_sum_lct,red_count_z,white_voltage_min_lvt,white_voltage_max_lvt,white_voltage_avg_lvt,white_voltage_stddev_r,white_voltage_variance_r,white_current_sum_lct,white_count_z,blue_voltage_min_lvt,blue_voltage_max_lvt,blue_voltage_avg_lvt,blue_voltage_stddev_r,blue_voltage_variance_r,blue_current_sum_lct,blue_count_z,all_voltage_min_lvt,all_voltage_max_lvt,all_voltage_avg_lvt,all_voltage_stddev_r,all_voltage_variance_r,all_current_sum_lct,all_count_z
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 01:25:00.000000 +11:00,390,224.69,248.3,238.4888,2.8496075,8.120263,1444.6174,755,226.9,244.79,237.79544,3.0168185,9.101193,976.0673,639,224.24,246.25,239.72949,3.1354477,9.831032,1021.17615,640,219.94,248.3,239.03268,3.3000183,10.890121,4765.1133,2722
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 01:20:00.000000 +11:00,390,224.27,248.7,238.35991,3.0591173,9.358199,1449.5977,753,224.99,244.92,237.5085,3.1576238,9.970588,986.3087,636,224.24,247.02,240.11732,2.8924353,8.366181,942.1096,635,220.09,248.7,239.01701,3.4013765,11.569363,4697.215,2711
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 19:10:00.000000 +11:00,390,220.26,244,234.56476,3.5091608,12.314209,1953.7876,752,223.41,241.3,233.50903,3.656646,13.371059,1656.6958,632,223.3,246.01,237.82768,2.9420996,8.65595,1390.6698,635,220.26,246.01,236.05432,3.9253962,15.408735,6656.948,2703
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 12:35:00.000000 +11:00,390,226.52,247.24,238.54918,3.5288284,12.452629,804.82886,753,223.55,250.34,238.01512,3.9115775,15.300438,552.1454,636,224.59,246.67,238.25137,2.9901888,8.94123,422.26596,640,223.55,250.34,238.63832,3.5648928,12.70846,1584.4025,2514
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 12:30:00.000000 +11:00,390,224.5,259.06,239.40479,4.079807,16.644823,451.79266,753,226.83,250.1,238.7797,3.933434,15.471903,149.69153,635,226.74,249.49,239.11128,3.307646,10.940522,-111.81578,635,224.5,259.06,239.3924,3.8017132,14.453024,95.46907,2504
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 12:25:00.000000 +11:00,390,223.7,252.71,239.11273,3.7955534,14.406226,600.34924,755,226.4,249,238.17906,4.0024953,16.019968,386.97043,638,226.11,249.3,238.63376,3.3122342,10.970896,63.536182,639,223.7,252.71,238.96799,3.726192,13.884507,670.9568,2518
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 12:20:00.000000 +11:00,390,225.43,254.48,239.36786,3.6136377,13.058377,663.561,749,227.15,248.2,238.58617,3.653603,13.348815,446.75183,633,224.77,251.35,239.16702,3.2641768,10.65485,186.43027,635,224.77,254.48,239.31203,3.538374,12.52009,1229.3618,2495
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 12:15:00.000000 +11:00,390,223.62,255.79,238.55246,4.2534986,18.09225,757.07104,748,224.18,248.95,238.48082,4.048253,16.388353,360.94745,632,227.34,246.5,238.65776,3.0079105,9.047525,259.716,634,223.62,255.79,238.89252,3.8113644,14.526498,1188.2167,2498
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 12:10:00.000000 +11:00,390,226.47,253.54,239.1163,3.685248,13.581052,830.7885,756,226.3,248.68,238.47226,3.9742162,15.7943945,541.35876,640,223.67,247.19,238.81523,3.2792125,10.753234,381.6167,641,223.67,253.54,239.10771,3.6623666,13.41293,1610.0048,2520
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 12:05:00.000000 +11:00,390,224.82,256.04,239.26591,4.112255,16.91064,843.699,751,224.99,248.83,238.78687,4.0475883,16.38297,493.11154,634,227.39,247.57,238.60036,3.1165555,9.712918,436.51492,637,224.82,256.04,239.26732,3.7913873,14.374618,1471.0767,2508
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 12:00:00.000000 +11:00,390,225,252.57,239.32222,3.7416594,14.000015,608.05084,750,226.48,249.47,238.91394,4.076989,16.621841,244.0116,633,227.15,248.91,238.82962,3.1567798,9.965259,180.02151,635,225,252.57,239.33421,3.6853135,13.581535,644.9372,2506
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 11:55:00.000000 +11:00,390,223.2,250.16,237.41254,3.863764,14.928673,474.78964,752,225.35,248.3,236.91374,3.9260135,15.413582,103.532974,635,223.79,246.39,236.51825,3.3189623,11.0155115,133.73618,637,223.2,250.16,237.23785,3.7115567,13.775653,247.21443,2512
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 11:50:00.000000 +11:00,390,224.38,250.81,237.19168,3.7201865,13.839787,487.48752,747,222.08,246.13,236.77142,4.0087137,16.069784,206.89319,633,224.04,246.41,236.46101,3.2809913,10.764904,174.90256,633,222.08,250.81,237.1468,3.698978,13.682438,488.78937,2496
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 11:45:00.000000 +11:00,390,223.57,246.52,236.14134,3.228409,10.422625,1046.3507,750,224.82,246.36,235.95757,3.972021,15.776951,569.89703,632,223.26,242.96,235.6684,3.148635,9.913901,496.57877,634,223.26,247.13,236.3191,3.5110056,12.327161,1957.9701,2497
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 11:40:00.000000 +11:00,390,222.13,244.77,235.17734,3.5663717,12.7190075,1488.3241,756,213.36,247.28,235.04082,4.296821,18.462673,963.23535,639,222.42,242.11,235.30974,2.8051472,7.868851,953.54474,638,213.36,247.28,235.57716,3.6143782,13.06373,3628.8152,2521
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 11:35:00.000000 +11:00,390,225.48,247.96,238.1871,3.479165,12.10459,1050.1022,752,220.63,250.87,238.10693,4.194101,17.590483,700.95593,636,215.12,246.15,238.68077,2.991122,8.946811,566.1925,636,215.12,250.87,238.68602,3.5982945,12.947722,2212.3135,2510
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 11:30:00.000000 +11:00,390,226.09,250.19,239.00426,3.6202533,13.106235,731.77527,750,224.89,250.12,238.76117,3.879224,15.04838,382.73688,629,216.44,248.36,238.89775,3.1098597,9.671227,251.7489,633,216.44,250.19,239.19107,3.5526173,12.62109,1209.0306,2497
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 11:25:00.000000 +11:00,390,226.31,253.98,239.43944,3.8184757,14.580757,583.9818,752,224.32,249.89,239.16309,4.0475225,16.38244,205.29236,637,226.81,250.67,239.31088,3.2136488,10.3275385,128.30606,640,224.32,253.98,239.57939,3.6867957,13.5924635,533.2007,2512
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 11:20:00.000000 +11:00,390,227.18,255.74,239.68443,3.6025896,12.978652,573.204,755,227.38,250.02,239.42747,3.9987726,15.990183,187.99518,636,226.98,250.24,239.52797,3.1972773,10.222582,84.165855,639,226.98,255.74,239.82799,3.6128175,13.05245,477.93732,2518
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 07:50:00.000000 +11:00,390,228.25,249.09,236.2904,3.2093704,10.300058,1808.7582,749,224.76,242.48,235.39006,3.2023544,10.255074,1445.8003,633,221.16,244.89,237.42836,3.164627,10.014864,1550.8193,633,221.16,249.09,236.85258,3.3848279,11.457059,6256.6514,2698
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 11:10:00.000000 +11:00,390,222.38,247.2,236.82869,3.401244,11.56846,871.4269,754,225.36,250.25,236.886,4.1258216,17.022404,375.525,638,223.56,247.38,237.33856,2.93134,8.592753,120.49713,639,222.38,250.25,237.31299,3.5678396,12.729479,1029.9447,2513
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 12:40:00.000000 +11:00,390,221.88,246.8,237.25604,3.3783398,11.413179,1304.7378,755,224.75,245.8,236.87492,3.8048182,14.476642,805.2571,638,223.64,246.36,237.14174,2.9753783,8.852876,758.6642,639,221.88,249.51,237.4715,3.4964736,12.2253275,3047.1375,2515
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 02:20:00.000000 +11:00,390,229.5,245.6,238.66515,2.687163,7.2208457,1248.2439,753,227.84,244.18,237.90125,2.9340205,8.608477,934.7439,637,230.22,247.1,240.47737,2.7114515,7.3519697,864.60657,638,221.85,247.1,239.34901,3.098732,9.602139,4273.1904,2708
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 02:15:00.000000 +11:00,390,223.54,245.79,238.81447,2.7348838,7.4795895,1274.1785,753,228.11,244.43,237.97923,2.9311192,8.591459,939.1133,638,230.6,247.34,240.46642,2.8058891,7.8730135,872.5028,638,221.1,247.34,239.42793,3.1698477,10.047935,4300.1196,2719
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 02:10:00.000000 +11:00,390,223.63,246.08,239.07083,2.8161478,7.930688,1287.2914,754,228.52,245.22,238.28773,2.955398,8.734378,949.7817,638,230.96,247.9,240.90027,2.8132591,7.9144273,899.11053,640,220.23,247.9,239.73589,3.237378,10.480616,4391.2827,2720
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 02:05:00.000000 +11:00,390,225.87,249.62,239.77518,2.9276376,8.571061,1332.1279,753,229,246.55,239.27727,2.9088626,8.461481,912.71204,638,231.48,248.35,241.57596,2.6790159,7.1771255,893.5568,639,221.05,249.62,240.53581,3.2057424,10.276784,4374.348,2720
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 02:00:00.000000 +11:00,390,225.37,248.95,239.6856,2.9904962,8.943067,1293.3315,755,226.4,245.21,238.824,2.9905124,8.943165,960.9125,639,231.21,247.92,241.02579,2.8478968,8.110517,952.8997,640,220.22,248.95,240.199,3.274214,10.720477,4415.5386,2716
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 01:55:00.000000 +11:00,390,224.1,248.77,238.91801,3.0244536,9.14732,1320.27,756,228.25,244.26,238.06895,2.8909814,8.357774,952.1963,640,231.35,247.04,240.24518,2.8074696,7.881885,935.46484,641,219.71,248.77,239.43071,3.2450483,10.530338,4476.984,2725
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 01:50:00.000000 +11:00,390,225.45,248.83,239.06963,2.8917232,8.362063,1236.2723,749,227.73,244.5,237.94086,3.0243726,9.14683,953.8514,633,230.83,247.25,240.35425,2.8312285,8.015855,946.55664,635,219.01,248.83,239.46826,3.2854753,10.794348,4480.4023,2704
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 09:30:00.000000 +11:00,390,225.55,245.3,236.55176,3.1451163,9.891756,1581.7603,755,225.05,244.65,236.3618,3.1319597,9.809172,1078.0055,637,226.12,244.77,237.58966,2.7394109,7.504372,1163.0117,638,225.05,248.17,237.24135,3.2389123,10.490554,4168.1074,2509
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 09:25:00.000000 +11:00,390,226.52,245.92,236.82661,3.1511462,9.929723,1694.14,755,224.38,246.68,236.7953,3.4424636,11.850556,1085.895,637,226.67,246.26,237.93272,2.74035,7.5095186,1168.1431,640,224.38,247.74,237.57262,3.2545257,10.591938,4508.832,2520
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 07:55:00.000000 +11:00,390,227.23,248.39,235.89679,3.239815,10.496402,1876.1293,753,224.57,242.04,235.51338,3.0154092,9.092693,1351.2495,637,220.64,244.82,237.61748,3.3534884,11.245885,1419.0646,637,220.64,248.39,236.84383,3.4360487,11.806432,5929.813,2710
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 08:00:00.000000 +11:00,390,225.59,246.46,235.20758,3.1310792,9.803657,1930.8064,753,224.09,242.22,235.00906,3.2260988,10.407714,1367.1095,637,222.47,244.39,237.69734,2.9386928,8.635915,1335.7485,637,222.47,246.46,236.43788,3.4127917,11.647148,5875.2646,2713
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 13:10:00.000000 +11:00,390,225.31,244.52,236.61742,3.205726,10.276678,1495.4897,748,225.05,245.47,236.27313,3.4617267,11.983552,1189.637,631,224.12,243.75,236.83195,2.6595876,7.0734067,1112.3965,633,224.12,246.07,236.95236,3.2516043,10.57293,4331.5977,2500
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 13:05:00.000000 +11:00,390,225.02,243.9,235.89627,3.2298384,10.431855,1486.546,755,224.58,246.19,235.57643,3.790949,14.371295,1151.764,637,221.65,243.22,236.22064,2.7549968,7.590008,1050.4337,638,221.65,246.19,236.28772,3.3664527,11.333003,4217.102,2514
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 13:00:00.000000 +11:00,390,225.64,245.5,236.74266,3.4046602,11.591711,1374.1843,753,222.87,245.8,236.41153,3.817898,14.576345,1051.287,638,222.11,243.54,237.06,2.89339,8.371706,928.9728,640,222.11,246.22,237.09268,3.445766,11.873302,3768.0703,2517
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 12:50:00.000000 +11:00,390,225.2,255.35,238.05864,3.8284414,14.656963,863.7395,753,225.92,246.44,237.33176,3.7917678,14.377502,515.7889,635,224.24,246.17,237.61761,3.1052377,9.642502,490.5058,636,224.24,255.35,238.07149,3.6589577,13.387972,1581.0287,2507
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 12:45:00.000000 +11:00,390,225.86,255.75,237.92464,3.855028,14.86124,942.7522,759,226.57,246.47,237.50897,3.6868715,13.593022,546.8577,642,221.57,247.87,237.66905,3.2199562,10.368118,432.47705,644,221.57,255.75,238.03079,3.6451895,13.287406,1945.0792,2528
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 12:55:00.000000 +11:00,390,224.19,245.31,237.14487,3.443239,11.855894,1134.2325,751,224.09,247.82,237.06744,3.8021538,14.456374,753.10596,634,221.73,245.08,237.57924,2.7623172,7.630397,617.4758,634,221.73,247.82,237.60588,3.4428391,11.853141,2699.936,2505
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 18:50:00.000000 +11:00,390,215.78,244.14,234.11324,4.123764,17.005428,2019.3699,754,224.59,242,233.51779,3.423382,11.719545,1730.0981,635,220.5,244.44,237.43048,3.142516,9.875406,1387.3788,637,215.78,244.44,235.81473,4.082086,16.663427,6807.424,2707
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 18:45:00.000000 +11:00,390,218.92,243.39,234.8774,3.9998605,15.998884,1832.9127,758,222.4,241.55,233.71141,3.4916222,12.191426,1701.5796,636,220.66,246.21,237.72578,3.1330893,9.816248,1310.4897,638,218.92,246.21,236.21346,4.0071106,16.056936,6480.791,2715
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 18:40:00.000000 +11:00,390,220.54,244.79,235.15105,3.6595986,13.392661,1799.5409,757,224.15,241.78,234.24823,3.4468598,11.880843,1595.8799,638,222.16,247.59,238.39444,3.0823133,9.500655,1218.0287,641,220.54,247.59,236.64876,3.914534,15.323578,6129.122,2719
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 18:35:00.000000 +11:00,390,222.02,245.08,235.40482,3.849762,14.820667,1698.0885,758,224.45,242,234.28409,3.3646154,11.320637,1549.3798,639,220.74,247.12,238.22952,3.2500322,10.562709,1195.7493,640,220.74,247.12,236.73872,3.9799013,15.839615,5868.0474,2718
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 23:40:00.000000 +11:00,390,229.92,246.95,239.44864,2.7325494,7.466826,1422.5673,752,225.63,244.7,238.65599,2.9135463,8.488752,1069.9478,633,230.24,248.12,241.06972,3.0259278,9.1562395,1031.3438,636,224.13,248.12,240.3291,3.2301264,10.433717,4797.6953,2705
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 23:35:00.000000 +11:00,390,228.99,246.32,239.02084,2.7716546,7.68207,1428.9066,761,225.95,244.4,238.0829,2.966895,8.802466,1107.2673,641,230.02,247.19,240.65347,2.9774945,8.865473,1017.22906,643,223.79,247.19,239.85234,3.23654,10.475191,4775.3164,2731
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 23:15:00.000000 +11:00,390,229.28,245.71,238.6584,2.7986636,7.832518,1465.6558,756,225.8,244.33,237.70056,2.816687,7.9337263,1151.0505,639,229.88,246.96,240.15804,2.8958857,8.386154,1086.493,639,223.51,246.96,239.46503,3.1903658,10.178433,4953.7017,2717
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 23:10:00.000000 +11:00,390,229.39,245.91,238.6906,2.7751129,7.701252,1491.1964,755,224.42,244.27,237.70688,2.9931524,8.9589615,1140.382,638,230.31,246.66,240.13193,2.795171,7.8129816,1138.9907,640,221.06,246.66,239.48087,3.2124796,10.3200245,5011.5127,2713
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 23:05:00.000000 +11:00,390,229.1,245.63,238.22209,2.8092105,7.8916636,1537.7585,749,219.74,243.91,237.3001,3.2960994,10.864271,1128.3492,630,229.91,246.3,239.95145,2.861869,8.190295,1126.1718,631,219.74,246.3,239.13266,3.3414578,11.16534,5074.4136,2693
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 23:00:00.000000 +11:00,390,228.78,246.09,238.52167,2.7910004,7.7896833,1641.0446,757,223.86,244.28,237.65666,3.0639403,9.38773,1195.058,638,230.47,246.59,240.24063,2.91184,8.478812,1210.1252,642,223.86,246.59,239.47116,3.3014743,10.899734,5301.7793,2723
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 22:55:00.000000 +11:00,390,229.24,246.86,238.63785,2.7694273,7.6697273,1554.7535,754,223.69,244.24,237.56627,3.1258879,9.771174,1194.6814,635,228.97,246.98,240.33292,2.8069293,7.8788524,1146.1912,637,222.85,247.64,239.47223,3.3038442,10.915386,5240.4517,2707
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 22:50:00.000000 +11:00,390,229.89,245.83,238.23135,2.7662878,7.6523485,1526.0305,755,223.5,244.09,237.27484,3.135882,9.8337555,1178.4132,637,228.94,246.67,240.06886,2.9472413,8.686232,1107.9554,641,223.5,247.49,239.14946,3.3262415,11.063883,5171.9014,2715
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 14:25:00.000000 +11:00,390,224.64,244.79,236.92444,3.1197777,9.733013,1373.5308,753,221.38,245.56,236.6981,3.6603613,13.398244,1089.7375,638,226.02,244,237.42236,2.7153904,7.373346,910.7258,639,221.38,246.4,237.67747,3.327074,11.069422,4053.0425,2714
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 14:20:00.000000 +11:00,390,224.61,245.94,237.28835,3.1822827,10.126923,1166.6323,751,225.8,245.29,237.07518,3.626616,13.152344,882.94354,636,227.66,245.42,237.71918,2.8143353,7.920484,732.8036,636,224.61,247.35,237.99782,3.3672013,11.338044,3255.2407,2709
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 14:15:00.000000 +11:00,390,223.04,242.4,234.33102,3.406891,11.606907,1428.624,754,223.73,243.87,234.53557,3.5601566,12.674714,1027.338,637,219.64,243.01,234.79784,2.8845034,8.320359,893.5483,638,219.64,244.35,235.1482,3.406166,11.601968,4183.187,2713
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 14:10:00.000000 +11:00,390,222.44,242.16,234.71313,3.4477634,11.887073,1225.7703,756,222.85,241.9,234.59134,3.7229502,13.860359,912.2517,643,219.1,242.06,235.12192,2.8838305,8.316479,825.38416,642,219.1,246.4,235.47162,3.5102901,12.322137,3313.2583,2730
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 14:05:00.000000 +11:00,390,222.71,247.45,235.87137,3.5650291,12.709433,948.0038,754,220.21,243.1,235.08287,3.9040256,15.241416,840.1707,638,219.71,245.85,235.97134,2.9820516,8.8926325,552.7094,638,219.71,247.45,236.22523,3.5897582,12.886363,2545.279,2695
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 14:00:00.000000 +11:00,390,222.18,255.24,236.1153,4.175416,17.434097,605.9336,757,223.96,245,235.26941,3.791101,14.372446,390.1711,641,222.22,247.6,236.02359,3.292802,10.8425455,140.57861,642,222.18,255.24,236.29085,3.8201873,14.593832,829.4984,2656
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 13:55:00.000000 +11:00,390,219.2,250.85,235.08337,4.2093453,17.718588,790.49963,754,223.78,242.84,234.54231,3.4739344,12.068221,494.81006,636,222.37,243.21,235.00388,3.1154783,9.706205,301.6044,636,219.2,250.85,235.28989,3.6726563,13.488404,1778.6724,2626
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 13:50:00.000000 +11:00,390,218.57,249.45,236.5717,4.0325937,16.261812,1234.4037,755,225.1,243.64,236.49759,3.3951015,11.526714,821.4074,637,223.7,243.89,236.84966,3.100019,9.610117,687.85645,637,218.57,249.45,237.09949,3.60819,13.019036,3133.243,2611
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 13:45:00.000000 +11:00,390,226.04,249.22,238.3724,3.6602383,13.397344,1616.7756,749,228.13,245.61,238.3725,3.325521,11.059091,1192.4977,631,224.28,244.95,238.57462,2.8040357,7.8626165,1132.6995,635,224.28,249.22,238.83757,3.4170713,11.676377,4463.4365,2507
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 13:40:00.000000 +11:00,390,227.08,250.69,238.7611,3.4524274,11.919254,1556.051,752,226.2,245.89,238.52924,3.4332914,11.78749,1213.3469,635,223.56,245.48,238.69609,2.8063416,7.875554,1211.2169,637,223.56,250.69,239.08098,3.3485928,11.213073,4398.5566,2507
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 13:35:00.000000 +11:00,390,224.5,244.5,236.32571,3.4503677,11.905037,1476.5381,750,225.26,244.78,236.04778,3.6760478,13.513327,1189.7412,637,221.88,243.01,236.36977,2.7400165,7.50769,1005.55066,638,221.88,247.18,236.67159,3.406959,11.60737,4058.0269,2510
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 13:30:00.000000 +11:00,390,225,247.05,237.70218,3.4530518,11.923567,1037.4873,755,226.66,247.56,237.1475,3.5649805,12.709086,897.89246,636,226.17,245.12,237.50667,2.84313,8.083389,670.0932,638,224.89,247.78,237.8298,3.4191675,11.690707,2639.7532,2509
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 13:25:00.000000 +11:00,390,225.73,251.56,238.6279,3.6423662,13.266831,465.39856,752,226.79,247.99,237.6834,3.7554214,14.103189,439.2225,634,226.02,246.76,237.84337,3.0973947,9.593854,240.78165,635,224.68,251.56,238.3489,3.583987,12.844962,1040.9171,2506
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 08:10:00.000000 +11:00,390,228.72,245.85,235.34114,3.0834851,9.507881,1835.198,751,223.53,241.56,235.03987,3.027128,9.163504,1259.6249,636,223.27,244.28,236.93463,2.852774,8.138319,1314.3823,635,223.27,245.85,236.30891,3.260381,10.630084,5553.4307,2711
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 08:05:00.000000 +11:00,390,225.56,249.35,234.74133,3.5714986,12.755602,1946.8202,749,224.9,241.52,234.63278,3.217186,10.350286,1413.1489,633,224.04,244.06,236.92432,2.743023,7.5241747,1330.7416,634,224.04,249.35,235.93506,3.463842,11.998201,5916.9014,2705
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 13:20:00.000000 +11:00,390,226.12,250.22,238.53226,3.6210427,13.11195,614.84515,749,223.31,251.25,238.28072,3.9109738,15.295715,337.80695,631,226.66,248.21,238.0635,3.2250206,10.400759,252.91629,631,223.31,251.25,238.57773,3.6045306,12.992641,1213.5208,2496
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 13:15:00.000000 +11:00,390,225.46,246.19,237.44427,3.4573503,11.95327,1401.4935,751,227.1,249.8,237.36356,3.5739033,12.772785,1012.55383,635,223.75,243.76,237.5264,2.8207686,7.956736,986.51874,637,223.75,249.8,237.78047,3.3599668,11.289376,3877.1177,2500
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 19:45:00.000000 +11:00,390,225.72,246.92,235.97408,3.4359186,11.805537,1895.3655,750,224.42,243.2,235.43967,3.2960882,10.864197,1449.5548,631,224.64,245.56,238.76045,3.0347536,9.209729,1298.0483,634,224.42,246.92,237.47812,3.7134686,13.789849,6121.819,2695
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 19:50:00.000000 +11:00,390,225.18,245.67,235.74257,3.4404051,11.836388,1993.2563,752,223.98,242.66,235.09453,3.3725052,11.373791,1601.4652,632,227.68,245.01,238.26074,2.9358158,8.619015,1526.3823,635,223.98,245.67,237.15604,3.6978571,13.674148,6730.689,2699
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 14:35:00.000000 +11:00,390,224.78,243.6,236.33582,3.1115615,9.681815,1587.8794,755,223.91,246.02,236.4358,3.6717365,13.481649,1270.5592,640,220.89,243.5,237.33049,2.8941317,8.375998,1125.9216,640,220.89,246.02,237.3653,3.3874586,11.474875,4790.686,2724
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 14:30:00.000000 +11:00,390,224.08,244.25,236.30287,3.076668,9.465886,1438.1381,754,223.67,245.18,236.13503,3.5658834,12.715524,1197.0946,639,226.79,244.48,237.03192,2.7661586,7.651633,1011.25555,638,223.67,245.56,237.15355,3.3137786,10.98113,4400.156,2714
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 20:05:00.000000 +11:00,390,226.43,247.64,236.61847,3.2903423,10.826352,1935.2496,756,223.94,244.13,235.72958,3.0653527,9.396387,1487.1459,637,222.48,245.21,238.61897,3.0813031,9.49443,1417.7249,639,222.48,247.64,237.72424,3.5737104,12.771406,6455.7485,2711
